Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0058849-1,SO0058849,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Cracked - Boom,"Hydraulic Hose - Removed, Hose - Removed, Wire - Removed, Spray Bar - Removed, Lift Ram - Removed, Lower Hinge Pin - Removed",SO0058849,1.0,Not Available,1.0,PASE,87267363                     CASE,FILTER  AIR - CAB,264.0,163.5,2024-01-29,11.2398,4157.7497$
SO0058856-1,SO0058856,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Leak - Axle,Axle Seal - Replaced,SO0058856,1.0,Not Available,1.0,PASE,90382886                     CASE,STRAINER  FILTER,163.45,110.33,2024-01-29,11.2398,4157.7497$
SO0058856-2,SO0058856,2,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Inoperative - Suspension,"Hose - Replaced, No Component Mentioned - Repaired",SO0058856,2.0,Not Available,1.0,PASE,405779A1                     CASE,TEE,17.4,11.18,2024-01-29,11.2398,4157.7497$
SO0058856-4,SO0058856,4,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,"Rubbed - Wheel, Rust - Wheel, Not Sealed - Hydraulic Tank","Hose - Replaced, O Ring - Replaced",SO0058856,4.0,Not Available,1.0,PASE,91745929                     CASE,FILTER  ELEMENT,182.0,112.71,2024-01-29,11.2398,4157.7497$
SO0058859-1,SO0058859,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Slow - Suspension,No Component Mentioned - No Component Mentioned,SO0058859,1.0,Not Available,6.0,PASE,BN303204                     CASE,GASKET,6.6,3.82,2024-01-29,11.2398,4157.7497$
SO0058859-3,SO0058859,3,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Rubbed - Steering,"Hose - Taped, Hose - Installed, Machine - Bled Air",SO0058859,3.0,Not Available,0.0,PASE,84412164                     CASE,FILTER  FUEL,0.0,0.0,2024-01-29,11.2398,4157.7497$
SO0058859-4,SO0058859,4,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Leak - Filter,"Cover - Installed, Breather - Installed, Cover - Retightened",SO0058859,4.0,Not Available,32.0,PASE,73342365Q                    CASE,OIL,212.8,107.84,2024-01-29,11.2398,4157.7497$
SO0058859-5,SO0058859,5,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Inoperative - Mirror,"Mirror Arm - Replaced, Mirror Glass - Replaced",SO0058859,5.0,Not Available,1.0,PASE,5801439820                   CASE,FILTER  FUEL,82.25,56.5799,2024-01-29,11.2398,4157.7497$
SO0058859-7,SO0058859,7,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Inoperative - Strobe,Bulb - Replaced,SO0058859,7.0,Not Available,1.0,PASE,51693958                     CASE,FILTER ELEMENT,39.81,24.65,2024-01-29,11.2398,4157.7497$
SO0058863-1,SO0058863,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Leak - Hydro Case,"O Ring - Installed, Seal - Cleaned, O Ring - Greased, Plug - Reinstalled, No Component Mentioned - Retightened",SO0058863,1.0,Not Available,1.0,PLEGMAN,290417                       DEGELM,2X1 1/4 MANI/HB,3.18,2.1499,2024-01-29,11.2398,4157.7497$
SO0058873-1,SO0058873,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,"Leak - Unit, Water Intrusion - Windshield",No Component Mentioned - No Component Mentioned,SO0058873,1.0,Not Available,0.0,PASE,47888705                     CASE,"2.0FLH,EPDM",0.0,0.0,2024-01-29,11.2398,4157.7497$
SO0058873-2,SO0058873,2,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Not Mentioned - Wheel,No Component Mentioned - No Component Mentioned,SO0058873,2.0,Not Available,4.0,PTM,24                           MTD,HOSE/CLAMP,10.96,4.98,2024-01-29,11.2398,4157.7497$
SO0058873-3,SO0058873,3,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,"Missed - Mirror, Broken - Mirror","Left Mirror - Replaced, Right Mirror - Replaced",SO0058873,3.0,Not Available,3.0,PASE,400502A1                     CASE,CLAMP,29.85,20.55,2024-01-29,11.2398,4157.7497$
SO0058873-4,SO0058873,4,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Leak - Cooler,"Oil Cooler - Removed, Oil Cooler - Transferred, Oil Cooler - Installed, Cooler Line - Installed",SO0058873,4.0,Not Available,1.0,PK SYSTEMS,M200TEE                      AGSYST,2 FTSTD->TEE,14.17,5.32,2024-01-29,11.2398,4157.7497$
SO0058873-5,SO0058873,5,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Not Mentioned - Breakaway,"Left Boom - Replaced, Right Boom - Replaced",SO0058873,5.0,Not Available,1.0,PK SYSTEMS,M200CPG90                    AGSYST,"2"" manifold elbow",6.4199,4.1699,2024-01-29,11.2398,4157.7497$
SO0058873-7,SO0058873,7,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Broken - Tarp,Roll Tarp Cable - Replaced,SO0058873,7.0,Not Available,1.0,PK SYSTEMS,M200CPG45                    AGSYST,FLANGED 45,6.75,4.45,2024-01-29,11.2398,4157.7497$
SO0058873-8,SO0058873,8,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,"Not Functioning - Clutch, Inoperative - Bin",Clutch - Replaced,SO0058873,8.0,Not Available,1.0,PK SYSTEMS,M200125BRB90                 AGSYST,ELB 1.5FLG,5.25,2.93,2024-01-29,11.2398,4157.7497$
SO0058883-1,SO0058883,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Faulty - DEF System,DEF Supply Line - Installed,SO0058883,1.0,Not Available,3.0,PK SYSTEMS,FC200                        AGSYST,CLAMP,23.85,9.7599,2024-01-29,11.2398,4157.7497$
SO0058898-1,SO0058898,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Broken - Swing,"Left Swing Weld - Replaced, Pin - Installed",SO0058898,1.0,Not Available,2.0,PASE,48192026                     CASE,FILTER  ELEMENT,348.0,188.46,2024-01-29,11.2398,4157.7497$
SO0058898-2,SO0058898,2,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Oil Leak - Hub,"Center Thrust Screw - Cleaned, Jam Nut - Removed, Thrust Screw - Removed",SO0058898,2.0,Not Available,1.0,PASE,90443373                     CASE,SLEEVE,3.5,2.0899,2024-01-29,11.2398,4157.7497$
SO0058898-3,SO0058898,3,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,FULL 100+ HR SERVICEENG OIL & FILTERSFUEL FILTERS order hyd. return pipe on left frame rail.ORDER fitting on Section 7 product pipe.Found support for sections 3 and 5 loose tightened.For loose fitting on Section 4 left endof product boom. Replaced plactic,Unknown,Waited 123 hours. Motor oil and filter changed. Change fuel filter. Motor air filter changed. Cabin air filter changed. Battery clamps checked. Checked air conditioning straps. Joint bolts of the boom tightened. Cooling agent checked for -34 ° f. Machine greased. Set tire press. up to 33psicleans,Air Leak - Air Bag,Air Bag - Removed,SO0058898,3.0,Not Available,1.0,PASE,84565867                     CASE,FILTER  ENGINE OIL,155.71,109.55,2024-01-29,11.2398,4157.7497$
SO0058898-4,SO0058898,4,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,Going to freeze,Unknown,Empty the product tank and the chemical inductor. I emptied it in a trach can in the shop. I didn't know that 150 gallons were water in the product tank. It was windy and cold outside. My mistake. Reduced product booms and circulation system.  Joe removed and cleaned the filter,Not Cooling - Air Conditioner,No Component Mentioned - No Component Mentioned,SO0058898,4.0,Not Available,2.0,PICK,M1010                        MISC,RV ANTI FREEZE,520.6599,368.5,2024-01-16,10.1197,2349.0495$
SO0058898-5,SO0058898,5,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,hyd. oil leak,Unknown,Drain Hyd. Removing the fuel removal of the front 3-inch metal tube. Inner level on the platform. Remove defective pipes to replace leaks. Replaced O-rings on the replaced tube. Blow the new pipe for cleaning with air. Install the distant parts to replace the pipe. Refill hyd. Tank with HV 4,Lost - Battery,"Latch - Installed, Battery Cover - Installed",SO0058898,5.0,Not Available,3.0,PASE,167268                       CASE,O-RING,2.3399,2.1299,2024-01-29,17.6399,3855.6498$
SO0058898-6,SO0058898,6,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,hyd. oil leak,Unknown,Drain Hyd. Removing the fuel removal of the front 3-inch metal tube. Inner level on the platform. Remove defective pipes to replace leaks. Replaced O-rings on the replaced tube. Blow the new pipe for cleaning with air. Install the distant parts to replace the pipe. Refill hyd. Tank with HV 4,Missed - Suspension,No Component Mentioned - No Component Mentioned,SO0058898,6.0,Not Available,3.0,PASE,73344328                     CASE,OIL HV46 5GAL HYDRAULIC,277.20000000000005,254.62,2024-01-29,17.6399,3855.6498$
SO0058898-7,SO0058898,7,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,hyd. oil leak,Unknown,Drain Hyd. Removing the fuel removal of the front 3-inch metal tube. Inner level on the platform. Remove defective pipes to replace leaks. Replaced O-rings on the replaced tube. Blow the new pipe for cleaning with air. Install the distant parts to replace the pipe. Refill hyd. Tank with HV 4,Leak - Steering,"Steering Cylinder Hose - No Fix Condition, Right Steering Cylinder - Removed, Right Steering Cylinder - Inspected",SO0058898,7.0,Not Available,1.0,PASE,90459478                     CASE,TUBE,277.43,254.5399,2024-01-29,17.6399,3855.6498$
SO0058936-1,SO0058936,1,2023-08-02,PASEIH,9861,SPRAYS,2023,YPT056934,119.0,CHEMICAL INDUCTOR AND RINSE TANK FILL RED AND GREEN LIGHTS NOT WORKING PROPERLY,Unknown,I looked at the circuit diagrams and attributed them to a possible valve problem. Take a look at the service bullet and the specialist articles. Knowledge training looked at. Went to the new device to see if there was more information in the book bag.  Sent in as an assist.  There it was also said information,Broken - Armrest,"Arm Rest - Replaced, No Component Mentioned - Retightened",SO0058936,1.0,Not Available,2.0,PASE,47780967                     CASE,VALVE,1672.5,1534.52,2024-01-29,9.279900000000001,3407.86$
SO0058936-2,SO0058936,2,2023-08-09,PONDE,9861,TRACT2,0,RWSG016028860,6958.0,HYDRAULIC CODES,THE PUMP IS GOING OUT.,I got my flow meter and drove to the machine. First I started the machine to check the oil level and it was fine. I switched off the machine and connected my flow meter to the number one remote control. I started and switched on the machine,"Not Detected - Machine, Not Holding - Wheel","No Component Mentioned - Recalibrated, GPS - Troubleshooted",SO0058936,2.0,Not Available,0.0,PASE,HF6028                       CASE,"FILTER,HYDRAULIC OI",0.0,0.0,2023-09-12,0.9499,189.99$
SO0058936-3,SO0058936,3,2023-08-16,PONDE,9861,TRACT2,0,NA#,663.0,AC LINE BLEW AND CUSTOMER REPLACED LINE SYSTEM NEED EVACUATED AND RECHARGED,LINE BLEW AND SYSTEM NEEDS RECHARGED,"Hang the measuring devices and put on the system with vacuum and hold the system in the vacuum, loaded with 4 LBS R134A Freontest RAN device low page 12 PSI high side 200 psi ventilation temperature 46 degrees ambient temperature","Leak - Hydraulic System, Leak - Motor","Right Motor Hose - Replaced, O Ring - Installed",SO0058936,3.0,MILES START 41944END 419570 LBS R490A,4.0,OIL,B134A30                      LUBE,R1341=30,66.0,36.84,2023-08-29,1.1799,381.38$
SO0058947-8,SO0058947,8,2023-08-23,PASEIH,9861,SPRAYS,0,YPT056896,35.0,End blew off the hose,Factory flaw,The customer ordered the defective line and sent it back when the new line was delivered. He also claimed that 15 gallons were lost hydraulic fluid than the line was burned. The customer initiated the repairs.,Inoperative - System,No Component Mentioned - No Component Mentioned,SO0058947,8.0,Not Available,3.0,PASE,73344328                     CASE,OIL HV46 5GAL HYDRAULIC,360.36,255.03,2023-09-08,9.58,568.33$
SO0058951-1,SO0058951,1,2023-08-23,PASEIH,9861,SPRAYS,0,YPT056896,35.0,End blew off the hose,Factory flaw,The customer ordered the defective line and sent it back when the new line was delivered. He also claimed that 15 gallons were lost hydraulic fluid than the line was burned. The customer initiated the repairs.,Disconnected - No Component Mentioned,No Component Mentioned - Loaded Software,SO0058951,1.0,Not Available,1.0,PASE,91735732                     CASE,HOSE,207.97,159.9799,2023-09-08,9.58,568.33$
SO0058982-2,SO0058982,2,2023-08-24,PASEIH,9861,SPRAYS,0,YPT056990,0.0,PDI/SETUP,Unknown,"Completed, all fluids checked. Torque checked on bikes. Whip for interpreters. Drive system and brakes checked. Glamor panel removed from the boom and moved to the side. Panel was wrong, had to order properly. Ready after PDI steps in Etim.ena","Derated - Machine, Error Code - Machine",DCU - Replaced,SO0058982,2.0,Not Available,10.0,EMPIRE,HDWOZ                        IMPERI,IMPERIAL HARDWARE,2.8999,2.24,2023-09-28,38.9298,6507.5599$
SO0058989-1,SO0058989,1,2023-08-24,PASEIH,9861,SPRAYS,0,YPT056990,0.0,INSTALL TIPS,Unknown,3 sets of tips installed on the spray nozzles.,Not Cooling - Air Conditioner,Air Conditioner - Recharged,SO0058989,1.0,Not Available,2.0,PICK,200G                         MISC,"""2"""" GASKET""",4.7599,2.8,2023-09-28,2.0,390.1599$
SO0058989-2,SO0058989,2,2023-08-24,PASEIH,9861,SPRAYS,0,YPT056990,0.0,INSTALL TIPS,Unknown,3 sets of tips installed on the spray nozzles.,Inoperative - Spinner,Spinner Speed Sensor - Replaced,SO0058989,2.0,Not Available,2.0,PICK,BFC200                       MISC,CLAMP,20.84,14.6,2023-09-28,2.0,390.1599$
SO0059001-2,SO0059001,2,2023-08-24,PASEIH,9861,SPRAYS,0,YPT056990,0.0,INSTALL TIPS,Unknown,3 sets of tips installed on the spray nozzles.,Leak - Axle,RIght Front Axle Hose - Replaced,SO0059001,2.0,Not Available,2.0,PICK,M200CPG                      MISC,HARDWARE,39.56,27.6999,2023-09-28,2.0,390.1599$
SO0059006-1,SO0059006,1,2023-08-24,PASEIH,9861,SPRAYS,0,YPT056990,0.0,TRIM PANEL IS INCORRECT FROM FACTORY.,Unknown,The boom was lifted out of the bracket and swung out to access the catwalk. The ladder was used to align and install the correct cladding on the catwalk with the supplied hardware. The boom was folded back into the bracket.,"Not Sealed - Door, Air Leak - Door","Door Latch - Realigned, Door - Replaced",SO0059006,1.0,Not Available,1.0,PASE,91739077                     CASE,PANEL,231.0,150.15,2023-09-28,0.5,287.75$
SO0059006-2,SO0059006,2,2023-08-28,PASEIH,9861,SPRAYS,0,YPT057018,52.0,NO AC,Broken wire/ poor harness routingUnit HRS: 52PN: 9182114048 Miles25342 hwy 45 Kimball SD 57355,Drove to the customer's farm. Began to fix AC problems. I switched on the machine and found that the air conditioning was actually not working. Completed interpreters for access to the engine. The open bonnet found that the alternating current compressor from the left was not accessible. Use a ladder to get to the drilling rig,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059006,2.0,Not Available,0.0,PASE,47809628R                    CASE,REMAN-A/C COMPRESSOR,0.0,0.0,2023-09-25,2.33,512.49$
SO0059006-4,SO0059006,4,2023-08-30,PASEIH,9861,SPRAYS,2023,YPT056874,0.0,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,Unknown,"Tested Asper inspection sheet on the laptop. Installed all-round lights, radio antenna and additional antenna for GPS receivers.  Additional cameras installed on the middle part of the boom and flushing valves on the medium -sized product bracket.  Check the lights, the horn, the sun visors and the radio. Check H",Not Mentioned - Not Mentioned,Tire - Installed,SO0059006,4.0,Not Available,1.0,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,2023-10-26,39.0593,5421.8297$
SO0059006-6,SO0059006,6,2023-08-30,PASEIH,9861,SPRAYS,2023,YPT056874,0.0,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,Unknown,"Tested Asper inspection sheet on the laptop. Installed all-round lights, radio antenna and additional antenna for GPS receivers.  Additional cameras installed on the middle part of the boom and flushing valves on the medium -sized product bracket.  Check the lights, the horn, the sun visors and the radio. Check H",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059006,6.0,Not Available,1.0,PICK,M1010                        MISC,RV ANTI FREEZE,260.3299,184.25,2023-10-26,39.0593,5421.8297$
SO0059029-1,SO0059029,1,2023-08-30,PASEIH,9861,SPRAYS,2023,YPT056874,0.0,When I went out to get machine found. Found AIR ride AIR badges deflated.  Started machine RCM code was set.When driving machine checked W/S wiper system. Washer fluid did not work.,Unknown,"Tested Asper inspection sheet on the laptop. Installed all-round lights, radio antenna and additional antenna for GPS receivers.  Additional cameras installed on the middle part of the boom and flushing valves on the medium -sized product bracket.  Check the lights, the horn, the sun visors and the radio. Check H",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059029,1.0,Not Available,1.0,PICK,103060                       MISC,HOWES FUEL TREATMENT,36.5099,24.99,2023-10-26,39.0593,5421.8297$
SO0059029-2,SO0059029,2,2023-08-31,PASEIH,9861,SPRAYS,0,YPT056896,221.0,-Product pump would not run.-Service call- 80 miles total,Unknown,-Make sure that the product pump is not running. The product pump does not run out of the removed charging station.  The right tension was due. - The control valve was screwed in manually and the,Not Mentioned - Not Mentioned,"First Aid Kit - Installed, Fire Extinguisher - Installed, Air Hose - Installed",SO0059029,2.0,Not Available,1.0,PASE,73344328                     CASE,OIL HV46 5GAL HYDRAULIC,120.12,85.01,2023-10-03,5.8299,1855.6299$
SO0059029-4,SO0059029,4,2023-08-31,PASEIH,9861,SPRAYS,0,YPT056896,221.0,-Product pump would not run.-Service call- 80 miles total,Unknown,-Make sure that the product pump is not running. The product pump does not run out of the removed charging station.  The right tension was due. - The control valve was screwed in manually and the,Not Mentioned - Tire,"Floater - Installed, No Component Mentioned - Stacked",SO0059029,4.0,Not Available,1.0,PASE,84401225                     CASE,VALVE  FLOW CONTROL,368.55,283.5,2023-10-03,5.8299,1855.6299$
